region,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,unit_price,area,total_price
蓄电池厂 ,2,1,南北,其他,0,2,6,28.0,0.9256000000000001,50.78,
万科魅力之城 ,3,2,东南,其他,0,0,2,28.0,1.3484,89.0,120.0
滇池卫城锦尚 ,2,2,南,其他,0,0,2,27.0,1.9102000000000001,89.0,170.0
山海湾 ,5,2,南,其他,0,0,0,27.0,1.5062,243.0,366.0
红星国际广场晶品 ,2,2,西南,其他,0,0,0,26.0,1.5556,90.0,140.0
昆明广场上北区 ,3,2,东南,其他,0,0,0,26.0,1.7651000000000001,89.97,158.8
水木山居 ,3,2,东西,其他,0,0,2,25.0,1.0903,117.4,128.0
时代俊园 ,3,2,东西,其他,0,0,0,25.0,0.8261000000000001,115.0,
时代俊园 ,4,2,东南,其他,0,0,1,25.0,0.8584,186.4,160.0
朝九晚五 ,2,2,西,其他,0,1,4,25.0,1.0324,82.34,
中央丽城 ,2,2,东南,其他,0,0,0,24.0,1.8528,99.85,185.0
金呈北泰花园 ,3,1,南,其他,0,0,0,24.0,1.3433000000000002,134.0,180.0
金尚俊园 ,2,1,南,其他,0,0,1,23.0,1.5783,79.2,125.0
金色俊园 ,3,2,东南,其他,0,1,1,23.0,1.5466,86.0,133.0
审计厅宿舍 ,4,2,西南,其他,0,0,0,22.0,3.5811,89.36,320.0
时代俊园 ,5,2,东西,其他,0,0,2,22.0,0.7881,184.0,145.0
江东花园茶香园 ,3,2,南北,其他,0,1,1,21.0,1.2059,102.0,123.0
未名城A8地块 ,2,2,西,其他,0,0,0,20.0,1.4546000000000001,88.0,128.0
万科金域国际 ,2,2,东,其他,0,4,1,20.0,1.1948,75.33,
省供销社宿舍 ,2,2,南北,其他,0,1,1,20.0,1.5790000000000002,57.0,
世博生态城临山邻里 ,3,2,南,精装,0,0,0,18.0,1.25,132.0,165.0
同德锦江嘉园 ,3,2,东南,其他,0,0,2,19.0,1.9278000000000002,83.0,160.0
新亚洲体育城星泽园 ,2,1,东南,精装,0,8,2,19.0,1.1859,69.99,
新亚洲体育城星体花园南区 ,4,2,西南,简装,0,0,1,19.0,0.9413,169.98,160.0
百年明日城市 ,5,2,南北,简装,0,0,3,19.0,1.2828000000000002,145.0,186.0
福康花园南区 ,5,2,东南,其他,0,0,0,19.0,1.1680000000000001,256.0,299.0
新亚洲体育城星云园 ,4,2,东南南北,其他,0,0,1,19.0,1.1291,248.0,280.0
枫林盛景西区 ,4,2,东,其他,0,0,1,19.0,1.1218000000000001,230.0,258.0
城市山 ,5,2,南,其他,0,1,5,19.0,1.6055000000000001,147.0,236.0
荷塘月色 ,3,2,东南,其他,0,0,0,19.0,1.6908,133.08,225.0
新亚洲体育城星体花园北区 ,5,2,西南,其他,0,1,13,19.0,0.9282,181.0,168.0
南亚风情第壹城星河苑 ,5,2,南北,其他,0,0,0,19.0,2.21,217.2,480.0
希望汇 ,3,2,南,其他,0,0,8,19.0,1.5312000000000001,94.7,145.0
建工新城锦绣园 ,4,2,南,其他,0,0,0,19.0,1.0308,144.55,149.0
万科金域缇香 ,4,2,南北,其他,0,0,0,19.0,1.8207,184.0,335.0
惠兰园 ,3,2,西南,其他,0,1,1,19.0,1.2108,125.54,152.0
江东耀龙康城 ,4,2,南北,其他,0,0,0,19.0,1.2276,167.0,205.0
春之城 ,4,2,南,其他,0,0,7,19.0,1.1206,141.0,158.0
荷塘月色 ,4,2,东南,其他,0,0,3,19.0,1.6059,140.11,225.0
山海湾 ,4,2,南北,毛坯,0,0,0,19.0,2.337,184.0,430.0
滇池岭秀 ,4,2,南,其他,0,1,1,19.0,1.1636,159.0,185.0
顺城高级公寓 ,4,2,东,其他,0,2,3,19.0,2.7778,162.0,450.0
翠丽苑 ,3,2,南西北,其他,0,0,0,19.0,2.4552,122.19,300.0
北辰小区樱花苑 ,3,2,东,其他,0,0,0,19.0,1.5087000000000002,116.0,175.0
枫林盛景(东区) ,4,2,南,其他,0,0,2,19.0,1.0143,140.0,142.0
凯旋花园北区 ,3,2,北,其他,0,2,0,19.0,1.4045,89.0,125.0
假日城市 ,3,2,西南,其他,0,1,0,19.0,1.2986,134.0,174.0
恒水源 ,7,5,南,其他,0,0,4,19.0,2.2407,133.0,298.0
金色家园 ,4,2,东,其他,0,0,2,31.0,1.2509000000000001,167.88,210.0
润城 ,2,2,南,其他,0,1,3,22.0,1.4808000000000001,81.04,120.0
万科魅力之城 ,2,2,东南,其他,0,0,1,21.0,1.2791000000000001,86.0,110.0
中豪.悦城花园 ,3,2,西南,其他,0,0,1,18.0,1.1262,111.0,125.0
万科魅力之城 ,2,2,南,精装,0,6,9,18.0,1.185,73.0,86.5
涌鑫昆明之窗 ,1,1,北,其他,0,0,0,18.0,0.7993,27.9,22.3
昆明西山万达广场 ,1,1,南北,其他,0,0,0,15.0,1.3778000000000001,43.55,
招商海公馆 ,3,2,南北,精装,0,0,3,19.0,1.7000000000000002,130.0,221.0
滇池卫城橡尚 ,3,2,南北,精装,0,0,2,29.0,2.24,125.0,280.0
山海湾 ,3,2,东南,毛坯,0,1,0,28.0,1.7022000000000002,129.25,220.0
金色交响家园 ,3,2,东南,简装,0,0,0,25.0,1.1905000000000001,105.0,125.0
未名城A8地块 ,2,2,西,其他,0,0,1,19.0,1.5974000000000002,88.9,142.0
新亚洲体育城星体花园南区 ,5,2,南,其他,0,0,0,28.0,1.0067000000000002,188.74,190.0
金沙小区 ,2,2,东西,其他,0,0,1,24.0,0.9754,64.59,
金沙小区 ,2,2,南北,其他,0,0,3,22.0,0.8775000000000001,71.8,
金沙小区 ,1,1,南,精装,0,0,10,22.0,0.7982,46.36,
金沙小区 ,3,2,南北,其他,0,2,9,22.0,0.8864000000000001,104.92,
云南省农业科学院茨坝职工生活区 ,2,2,东西,其他,0,0,1,22.0,0.916,50.22,
金沙小区 ,3,2,南北,精装,0,0,5,21.0,0.9241,79.0,
朝九晚五 ,4,2,南,其他,0,0,1,21.0,1.264,126.59,160.0
新亚洲体育城星宇园 ,4,2,南,其他,0,1,0,19.0,1.2609000000000001,115.0,145.0
梁源小区四组团 ,4,2,南北,其他,0,0,1,19.0,1.02,100.0,102.0
时代俊园 ,5,2,南北,其他,0,0,1,18.0,0.7935,184.0,146.0
枫林盛景(东区) ,4,2,南,其他,0,0,2,17.0,0.9858,140.0,138.0
云南艺术家园区 ,3,2,南北,毛坯,0,1,2,17.0,1.2847,137.0,176.0
滇池卫城蓝调公元 ,3,2,西南,其他,0,1,1,16.0,1.624,117.0,190.0
滇池卫城锦尚 ,3,2,南,其他,0,0,1,14.0,1.7000000000000002,90.0,153.0
万彩城 ,2,2,东西,其他,0,0,0,14.0,1.3484,89.0,120.0
时代俊园 ,3,2,东北,其他,0,0,0,14.0,0.7827000000000001,115.0,
和谐世纪 ,1,1,南,其他,0,0,0,13.0,0.9846,54.85,
天怡峰景 ,1,0,东北,其他,0,0,0,13.0,1.0631000000000002,43.27,
江东好世界 ,2,2,东南,其他,0,1,2,13.0,1.0142,78.88,
红星国际广场晶品 ,2,1,东南,其他,0,0,1,12.0,1.6854,89.0,150.0
筑友双河湾 ,3,2,南北,其他,0,0,0,11.0,1.6041,146.5,235.0
朝九晚五 ,1,1,南,其他,0,0,0,10.0,0.9718,56.6,
滇池卫城蓝域晴天 ,2,2,南,其他,0,0,0,10.0,1.5455,88.0,136.0
东风西路59号 ,1,1,南西,其他,0,0,0,9.0,1.5715000000000001,35.0,
东风西路59号 ,1,1,南北,其他,0,0,0,9.0,1.5278,36.0,
清水木华 ,1,1,东,其他,0,0,4,9.0,0.6126,44.08,
邦盛水映长岛 ,3,2,南,其他,0,0,1,9.0,1.2733,125.66,160.0
万科银海泊岸 ,3,2,东南,其他,0,0,0,8.0,2.3578,123.0,290.0
云大知城三期 ,3,2,南,其他,0,2,8,19.0,1.0357,96.56,100.0
润城 ,2,2,南,其他,0,1,2,19.0,1.7728000000000002,88.0,156.0
新亚洲体育城星体花园南区 ,3,2,西北,其他,0,6,20,19.0,1.0,90.0,
新亚洲体育城星体花园南区 ,3,2,南,其他,0,0,2,19.0,1.1703000000000001,141.0,165.0
万科金域缇香 ,4,2,东南,其他,0,0,2,19.0,1.6943000000000001,157.0,266.0
新亚洲体育城百合园西区 ,5,2,南北,其他,0,0,0,19.0,1.2904,186.0,240.0
润城 ,2,1,西,其他,0,0,0,19.0,1.4815,81.0,120.0
新亚洲体育城星宇园 ,4,2,东南,其他,0,6,1,19.0,1.1429,140.0,160.0
凯旋花园北区 ,3,2,东南,其他,0,2,2,19.0,1.4926000000000001,134.0,200.0
正大紫都城 ,3,2,西,其他,0,0,0,19.0,1.4837,80.88,120.0
凯旋花园北区 ,2,2,东南,其他,0,0,1,19.0,2.2152000000000003,79.0,175.0
世纪城惜春苑 ,3,2,东南,其他,0,0,2,19.0,1.1664,145.75,170.0
新亚洲体育城星体花园南区 ,4,2,东南,其他,0,0,2,19.0,1.0858,175.0,190.0
书香门第 ,3,2,南,其他,0,1,4,19.0,1.2455,110.0,137.0
红星国际广场晶品 ,2,2,东南,其他,0,0,3,19.0,1.6337000000000002,101.0,165.0
法苑小区西区 ,3,2,西南,其他,0,0,6,19.0,1.1398000000000001,136.0,155.0
山海湾 ,3,2,西南,其他,0,1,1,19.0,1.6918,150.73,255.0
时代俊园 ,4,2,南,其他,0,1,7,19.0,0.8360000000000001,141.16,118.0
假日城市 ,3,2,东,其他,0,0,0,19.0,1.3084,137.58,180.0
百年明日城市 ,3,2,西南,其他,0,0,5,19.0,1.1604,106.0,123.0
泰旸新城 ,3,2,南,其他,0,0,3,19.0,1.1557,90.86,105.0
百年明日城市 ,5,2,南北,其他,0,0,1,19.0,1.405,121.0,170.0
招商海公馆 ,3,2,南,精装,0,1,1,19.0,1.8851,120.95,228.0
海康温泉花园 ,4,2,南,其他,0,0,0,19.0,1.6961000000000002,147.4,250.0
新亚洲体育城星体花园北区 ,4,2,南,其他,0,0,21,19.0,1.0889,90.0,
银海山水间 ,4,2,南北,其他,0,0,3,19.0,1.4180000000000001,134.0,190.0
翠湖南路138号 ,2,2,南北,其他,0,0,2,19.0,1.7221000000000002,67.36,116.0
假日城市 ,3,2,东南,其他,0,0,1,19.0,1.3011000000000001,119.13,155.0
华山西路小区 ,3,2,东西北,其他,0,0,3,19.0,1.9765000000000001,85.0,168.0
时代俊园 ,3,2,西南,其他,0,1,11,19.0,0.8847,130.0,115.0
广电苑一期智园 ,4,2,南北,其他,0,0,7,19.0,0.8608,158.0,136.0
时代俊园 ,4,2,南北,其他,0,0,0,19.0,0.9375,144.0,135.0
假日城市 ,1,2,东,其他,0,4,2,19.0,1.0075,49.63,
时代俊园 ,4,2,南北,其他,0,0,3,19.0,0.8334,144.0,120.0
时代俊园 ,4,2,东南,其他,0,0,0,19.0,1.0358,140.0,145.0
金碧阳光商住楼 ,3,2,南北,其他,0,1,3,19.0,2.0454,127.12,260.0
果香苑北苑 ,2,2,东北,其他,0,0,5,19.0,1.0347,77.32,
时代俊园 ,4,2,东西,其他,0,2,2,19.0,0.9375,144.0,135.0
江东花城 ,4,2,南北,其他,0,0,3,19.0,1.2362,144.0,178.0
富春花园 ,3,2,西南,其他,0,4,0,19.0,1.8330000000000002,125.48,230.0
山海湾 ,3,2,东南,毛坯,0,0,0,19.0,1.4334,150.0,215.0
万科金域国际 ,2,2,东,其他,0,9,4,19.0,1.4517,74.4,108.0
棕树营小区翠云里 ,3,2,南北,其他,0,0,2,19.0,1.3135000000000001,67.0,
瓦仓庄文化厅宿舍 ,5,2,东西,其他,0,0,1,19.0,1.5904,124.5,198.0
昊鑫望湖城 ,2,2,东北,其他,0,0,1,19.0,2.1957,122.06,268.0
省供销社宿舍 ,2,1,西南,其他,0,3,4,19.0,1.2973000000000001,43.94,
农业厅老干部住宅楼 ,2,2,南,其他,0,1,4,19.0,1.5169000000000001,62.63,
新亚洲体育城星体花园南区 ,3,2,东南,其他,0,2,11,31.0,0.9602,89.57,
众和佳苑 ,4,2,南,毛坯,0,0,0,19.0,1.0885,147.0,160.0
中豪.悦城花园 ,3,2,东南,简装,0,0,0,22.0,1.0984,122.0,134.0
万科魅力之城 ,2,2,南,精装,0,5,9,15.0,1.2518,72.7,
昆百大昙华小区 ,3,2,南,其他,0,0,4,21.0,0.9576,86.68,
山海湾 ,3,2,西南,毛坯,0,0,0,19.0,1.6,125.0,200.0
中豪.悦城花园 ,4,2,南,毛坯,0,1,1,19.0,0.9712000000000001,149.3,145.0
广福城雅福园 ,4,2,东南,毛坯,0,0,0,19.0,1.3415000000000001,164.0,220.0
中豪.悦城花园 ,3,2,西南,精装,0,0,0,19.0,1.1455,110.0,126.0
星都国际总部基地 ,3,1,东南,简装,0,0,14,19.0,0.6747000000000001,83.0,
山海湾 ,3,2,西南,毛坯,0,6,0,19.0,1.8197,122.0,222.0
戛纳小镇 ,4,2,南北,精装,0,0,3,19.0,1.3047,137.2,179.0
西府景苑 ,5,2,南北,精装,0,0,1,19.0,2.5242,69.25,174.8
国际花园 ,3,2,南北,精装,0,3,7,19.0,1.4486,107.0,155.0
丽阳星城一期 ,4,2,南北,精装,0,0,2,19.0,1.0583,132.29,140.0
假日城市 ,3,2,南,精装,0,3,7,19.0,1.2616,97.5,123.0
华都花园A区 ,3,2,南,简装,0,0,1,19.0,1.3026,142.8,186.0
中豪.悦城花园 ,3,2,东南,其他,0,14,2,19.0,0.9709000000000001,103.0,100.0
水逸康桥 ,4,2,南北,精装,0,0,1,19.0,1.8447,206.0,380.0
湖畔之梦 ,4,2,南北,精装,0,4,13,19.0,1.4040000000000001,151.0,212.0
滇池卫城锦尚 ,4,2,东南,精装,0,1,4,19.0,1.8162,136.0,247.0
中豪.悦城花园 ,3,2,南,精装,0,1,2,19.0,1.1683000000000001,107.0,125.0
山海湾 ,4,2,南北,毛坯,0,1,2,19.0,2.2369,304.0,680.0
新亚洲体育城星辰园 ,3,2,东南,毛坯,0,8,5,19.0,1.1364,88.0,100.0
都市名园 ,4,2,西北,精装,0,0,2,19.0,1.9055000000000002,196.8,375.0
新亚洲体育城星辰园 ,3,2,南,精装,0,2,5,19.0,1.3679000000000001,87.73,120.0
新亚洲体育城星汇园 ,4,2,东南,简装,0,3,5,19.0,1.0346,132.42,137.0
时代俊园 ,5,2,南北,毛坯,0,0,4,19.0,0.8153,184.0,150.0
中海半岛华府 ,3,2,南西南,毛坯,0,0,1,19.0,1.6348,115.0,188.0
新亚洲体育城星云园 ,4,2,东南西南,毛坯,0,7,5,19.0,1.1283,195.0,220.0
万科魅力之城 ,3,2,东北,精装,0,15,9,31.0,1.2674,101.0,128.0
空间俊园 ,1,1,西南西,其他,0,0,1,30.0,2.4879000000000002,47.43,118.0
空间俊园 ,1,0,南,其他,0,0,1,27.0,2.6185,40.1,105.0
凯旋花园南区 ,1,1,西南,其他,0,1,1,24.0,1.3261,46.0,
万科魅力之城 ,3,2,南,其他,0,0,0,23.0,1.4667000000000001,90.0,132.0
滇池卫城橡尚 ,3,2,西南,精装,0,0,2,19.0,1.5985,121.99,195.0
春晓花园 ,2,2,东南,简装,0,0,0,19.0,1.2088,91.0,110.0
滇池卫城铂睿 ,5,2,南,精装,0,0,0,19.0,1.6536000000000002,153.0,253.0
万科魅力之城 ,3,2,南,精装,0,7,4,19.0,1.3367,101.0,135.0
听涛雅苑 ,1,1,东南,精装,0,0,7,19.0,1.7778,45.0,
新亚洲体育城百合园西区 ,4,3,南北,精装,0,0,4,19.0,1.1641000000000001,189.0,220.0
金牛小区 ,3,2,南北,简装,0,0,2,19.0,1.7046000000000001,88.0,150.0
新亚洲体育城星体花园南区 ,3,2,南北,精装,0,2,6,19.0,1.1319000000000001,91.0,103.0
枫林盛景西区 ,4,2,西南,精装,0,0,3,19.0,1.0107000000000002,140.5,142.0
滇池卫城尚层 ,5,3,南西南,精装,0,0,2,19.0,2.6772,127.0,340.0
新亚洲体育城星宇园 ,4,2,东南,精装,0,5,14,19.0,1.2153,156.34,190.0
滇池卫城滟澜湾 ,3,2,西南,简装,0,0,0,19.0,1.6979000000000002,139.0,236.0
滇池印象花园 ,2,2,南,精装,0,1,14,19.0,1.7367000000000001,96.74,168.0
滇池卫城铂睿 ,3,2,东南,简装,0,0,3,19.0,1.675,82.39,138.0
滇池卫城锦尚 ,3,2,南北,简装,0,0,4,19.0,1.5428000000000002,89.45,138.0
英茂华府 ,3,2,西,毛坯,0,0,0,19.0,1.5103,98.0,148.0
山海湾 ,4,2,南北,毛坯,0,1,4,19.0,2.1382000000000003,304.0,650.0
中海半岛华府 ,3,2,南北,简装,0,0,1,19.0,1.5812000000000002,117.0,185.0
鼎易天景 ,3,2,南,精装,0,2,4,19.0,1.3889,90.0,125.0
傲云峰小区 ,2,2,西,简装,0,0,1,19.0,1.1509,89.5,103.0
听涛雅苑 ,3,2,南,精装,0,0,1,19.0,2.5715000000000003,105.0,270.0
枫丹白露枫景湾 ,2,2,西南,精装,0,5,6,19.0,0.8796,86.41,
金色俊园 ,3,2,西北,简装,0,0,1,19.0,1.3032000000000001,134.29,175.0
创意英国格林威治 ,3,2,东南,精装,0,0,0,19.0,1.0484,124.0,130.0
海伦国际 ,4,2,东,其他,0,1,2,19.0,1.3633,161.38,220.0
云南艺术家园区 ,4,2,南北,其他,0,1,1,19.0,1.2868000000000002,136.0,175.0
大商汇 ,1,1,西南,其他,0,0,2,19.0,0.8451000000000001,71.0,
平和花园 ,3,2,东南,毛坯,0,0,1,19.0,1.5079,109.43,165.0
华都花园A区 ,2,1,南,其他,0,0,2,19.0,1.2681,97.0,123.0
耀兴枫丹白露 ,2,2,东,其他,0,3,2,19.0,0.9757,82.0,
中豪.悦城花园 ,3,2,东南,其他,0,0,0,19.0,1.085,106.0,115.0
枫林盛景(东区) ,4,2,南,精装,0,0,0,31.0,1.1429,140.0,160.0
南亚风情第壹城星河苑 ,3,2,东南,精装,0,0,0,31.0,2.2858,112.0,256.0
万宏国际 ,2,2,南,其他,0,2,8,31.0,1.2468000000000001,88.23,110.0
美璟欣城 ,2,1,西,其他,0,1,3,31.0,1.0854000000000001,69.1,
东盟森林南区 ,4,2,南,其他,0,1,0,30.0,0.9524,136.5,130.0
盛世领南 ,3,2,南北,其他,0,0,1,30.0,1.3077,130.0,170.0
云南建投第四建设有限公司宿舍 ,1,1,东南,其他,0,0,1,30.0,1.1678,32.54,
云南艺术家园区 ,3,2,西南,其他,0,0,0,28.0,1.2436,136.7,170.0
盛高大城 ,1,1,南,其他,0,0,2,28.0,1.578,50.7,
溪麓南郡 ,1,2,东,其他,0,0,2,28.0,0.919,74.0,
中海半岛华府 ,3,2,南北,其他,0,0,0,27.0,2.0,115.0,230.0
时代风华一期 ,4,2,南,其他,0,1,1,27.0,1.2441,128.61,160.0
新亚洲体育城星云园 ,3,2,南,其他,0,1,2,25.0,1.1024,127.0,140.0
新亚洲体育城星云园 ,5,2,东南,其他,0,17,6,25.0,1.1291,248.0,280.0
海伦国际 ,3,2,西南,其他,0,0,0,25.0,1.4012,117.76,165.0
时代俊园 ,3,2,东,其他,0,1,0,25.0,0.9184,98.0,
俊发城 ,2,2,东,其他,0,0,0,24.0,1.6456000000000002,79.0,130.0
白马西区碧玉里 ,2,2,东南,其他,0,0,6,24.0,1.1322,61.83,
中豪.悦城花园 ,4,2,南,其他,0,0,1,24.0,1.0331000000000001,145.2,150.0
耀兴枫丹白露 ,3,2,东南,其他,0,6,2,23.0,0.9888,89.0,
润城 ,4,2,西,其他,0,0,0,23.0,1.4284000000000001,138.62,198.0
时代俊园 ,5,2,东西,其他,0,0,0,22.0,0.7609,184.0,140.0
滇池卫城蓝域晴天 ,3,2,西南,其他,0,0,0,22.0,1.7568000000000001,111.0,195.0
鹤唐福景 ,2,2,东,其他,0,0,0,20.0,1.4399000000000002,88.9,128.0
万科公园里 ,3,2,东南,精装,0,0,3,19.0,1.1931,120.7,144.0
金兰苑 ,1,1,西,其他,0,0,0,19.0,1.959,53.6,105.0
未名城A3地块 ,2,2,东,毛坯,0,0,2,19.0,1.2017,91.54,110.0
山海湾 ,3,2,南,毛坯,0,0,0,19.0,1.8009000000000002,127.72,230.0
中产花香四季 ,3,2,西北,精装,0,1,3,19.0,1.2638,96.54,122.0
滇池卫城锦尚 ,3,2,东南,毛坯,0,0,0,19.0,2.069,87.0,180.0
山海湾 ,3,2,南,毛坯,0,2,0,19.0,1.7086000000000001,99.5,170.0
兰亭·上锦 ,2,2,西,精装,0,1,4,19.0,1.2,75.0,
兴杰大厦 ,1,0,东,其他,0,0,0,20.0,2.4127,43.52,105.0
海伦国际 ,3,2,东,其他,0,1,13,19.0,1.3099,118.33,155.0
欣都龙城 ,1,1,东,其他,0,0,2,19.0,1.0475,69.69,
月半湾 ,2,2,东北,其他,0,2,1,19.0,1.1713,89.65,105.0
新亚洲体育城星宇园 ,4,2,东南,精装,0,0,1,19.0,1.4936,154.0,230.0
锦兴苑小区 ,2,1,南,其他,0,0,1,19.0,1.0607,60.81,64.5
昆明理工大学新迎校区教工宿舍 ,2,1,东南,其他,0,0,1,31.0,1.3618000000000001,47.0,
百年明日城市 ,3,2,南北,其他,0,0,1,29.0,1.35,100.0,135.0
鑫龙小区 ,3,2,南北,其他,0,3,3,23.0,1.0681,114.23,122.0
俊发湾流海 ,3,2,东南,其他,0,1,0,23.0,1.3717000000000001,113.0,155.0
中豪.悦城花园 ,3,2,东南,其他,0,0,1,22.0,1.2622,103.0,130.0
官房都铎城邦 ,3,2,东南,其他,0,0,1,22.0,1.7012,87.0,148.0
中豪逸境花园 ,3,2,东南,其他,0,0,1,22.0,1.1755,108.89,128.0
海伦国际 ,2,2,东南,其他,0,0,2,21.0,1.383,94.0,130.0
云南艺术家园区 ,3,2,南,其他,0,0,0,20.0,1.6505,103.0,170.0
盛高大城 ,2,2,东北,其他,0,1,0,18.0,1.6283,78.0,127.0
涌鑫昆明之窗 ,1,1,西,其他,0,0,0,18.0,0.7856000000000001,34.37,
涌鑫昆明之窗 ,1,1,南,其他,0,0,0,18.0,0.802,33.67,
云南艺术家园区 ,2,2,南北,毛坯,0,1,1,17.0,1.6038000000000001,106.0,170.0
海伦国际 ,3,2,东南,其他,0,0,2,16.0,1.4063,128.0,180.0
惠兰园 ,4,2,东南,其他,0,0,2,15.0,1.1260000000000001,127.0,143.0
大商汇 ,1,1,南,其他,0,0,4,9.0,0.8096,42.0,
禧瑞都 ,1,1,南,其他,0,0,0,9.0,1.1042,48.0,
山海湾 ,4,2,西南,毛坯,0,0,0,19.0,1.7526000000000002,194.0,340.0
世纪城华春苑 ,5,2,南,其他,0,0,0,19.0,1.3334000000000001,210.0,280.0
中产花香四季 ,5,2,南,其他,0,0,2,19.0,1.6607,277.0,460.0
山海湾 ,3,2,南,毛坯,0,0,20,19.0,1.3935,122.0,170.0
中海半岛华府 ,3,2,东南,其他,0,4,2,19.0,1.6304,116.54,190.0
红星国际广场晶品 ,3,2,东南,其他,0,0,3,19.0,1.6539000000000001,130.0,215.0
新亚洲体育城星云园 ,3,2,东南,其他,0,5,3,19.0,1.1533,124.0,143.0
时代俊园 ,4,2,南北,其他,0,0,19,19.0,0.8755000000000001,143.92,126.0
滇池卫城滟澜湾 ,3,2,南北,其他,0,0,3,19.0,1.875,128.0,240.0
新亚洲体育城星泽园 ,4,2,东南,其他,0,3,0,19.0,1.1766,140.24,165.0
第三城丹槿园 ,3,2,东南,其他,0,5,11,19.0,1.0678,89.91,
新亚洲体育城星云园 ,4,2,西南,精装,0,4,2,19.0,1.2324000000000002,142.0,175.0
时代俊园 ,4,2,东南,其他,0,0,1,19.0,0.9542,131.0,125.0
山海湾 ,3,2,东南,其他,0,0,3,19.0,2.1368,117.0,250.0
新亚洲体育城星泽园 ,4,2,东南,其他,0,4,10,19.0,0.9312,177.2,165.0
西府景苑 ,1,1,东南,其他,0,0,8,19.0,1.3889,36.0,
云南建工三村 ,2,1,东西,其他,0,0,5,19.0,1.1404,41.04,46.8
鼎易天城 ,3,1,东南,其他,0,0,1,19.0,1.4025,91.27,128.0
凤翥街271号 ,2,1,南,其他,0,3,22,19.0,1.7663,38.5,
中海半岛华府 ,3,2,南,毛坯,0,2,4,19.0,1.4783000000000002,115.0,170.0
世纪城华春苑 ,4,2,东南,其他,0,1,0,19.0,1.3398,209.0,280.0
时代俊园 ,3,2,西南,其他,0,1,3,19.0,0.8847,130.0,115.0
滇池卫城橡尚 ,2,2,南北,其他,0,2,2,19.0,1.5778,90.0,142.0
滇池卫城蓝湾 ,5,3,南,其他,0,0,8,19.0,1.536,153.0,235.0
广福城怡福园 ,2,2,西,其他,0,1,1,19.0,1.4957,77.56,116.0
怡康温泉新村B区 ,4,2,东西,其他,0,0,4,19.0,0.9758,132.2,129.0
鑫都公寓 ,2,1,东南,其他,0,0,0,19.0,2.1053,76.0,160.0
